# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 5, targetName: Jupiter, Diameter: 139822.00 km, Orbital period: 4.33259000E+03 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 1000
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Jupiter,   2044-06-25T00:00:00.00, 298 54 40.6320, -00 24 35.0813,    5.134147744,  -9.40
Jupiter,   2044-07-05T00:00:00.00, 299 45 50.4010, -00 25 41.2139,    5.130634797,  -9.40
Jupiter,   2044-07-15T00:00:00.00, 300 37  4.3839, -00 26 47.0947,    5.127134795,  -9.40
Jupiter,   2044-07-25T00:00:00.00, 301 28 22.5718, -00 27 52.7074,    5.123648525,  -9.40
Jupiter,   2044-08-04T00:00:00.00, 302 19 44.9550, -00 28 58.0357,    5.120176788,  -9.40
Jupiter,   2044-08-14T00:00:00.00, 303 11 11.5225, -00 30  3.0631,    5.116720397,  -9.40
Jupiter,   2044-08-24T00:00:00.00, 304  2 42.2628, -00 31  7.7732,    5.113280172,  -9.40
Jupiter,   2044-09-03T00:00:00.00, 304 54 17.1628, -00 32 12.1497,    5.109856952,  -9.40
Jupiter,   2044-09-13T00:00:00.00, 305 45 56.2096, -00 33 16.1762,    5.106451602,  -9.40
Jupiter,   2044-09-23T00:00:00.00, 306 37 39.3911, -00 34 19.8365,    5.103064977,  -9.40
Jupiter,   2044-10-03T00:00:00.00, 307 29 26.6943, -00 35 23.1141,    5.099697887,  -9.40
Jupiter,   2044-10-13T00:00:00.00, 308 21 18.1045, -00 36 25.9924,    5.096351137,  -9.40
Jupiter,   2044-10-23T00:00:00.00, 309 13 13.6059, -00 37 28.4547,    5.093025529,  -9.40
Jupiter,   2044-11-02T00:00:00.00, 310  5 13.1816, -00 38 30.4846,    5.089721861,  -9.40
Jupiter,   2044-11-12T00:00:00.00, 310 57 16.8137, -00 39 32.0655,    5.086440921,  -9.40
Jupiter,   2044-11-22T00:00:00.00, 311 49 24.4829, -00 40 33.1806,    5.083183488,  -9.40
Jupiter,   2044-12-02T00:00:00.00, 312 41 36.1683, -00 41 33.8135,    5.079950346,  -9.40
Jupiter,   2044-12-12T00:00:00.00, 313 33 51.8487, -00 42 33.9477,    5.076742296,  -9.40
Jupiter,   2044-12-22T00:00:00.00, 314 26 11.5028, -00 43 33.5668,    5.073560111,  -9.40
Jupiter,   2045-01-01T00:00:00.00, 315 18 35.1078, -00 44 32.6540,    5.070404523,  -9.40
Jupiter,   2045-01-11T00:00:00.00, 316 11  2.6385, -00 45 31.1927,    5.067276256,  -9.40
Jupiter,   2045-01-21T00:00:00.00, 317  3 34.0680, -00 46 29.1663,    5.064176038,  -9.40
Jupiter,   2045-01-31T00:00:00.00, 317 56  9.3679, -00 47 26.5583,    5.061104597,  -9.40
Jupiter,   2045-02-10T00:00:00.00, 318 48 48.5083, -00 48 23.3521,    5.058062660,  -9.40
Jupiter,   2045-02-20T00:00:00.00, 319 41 31.4577, -00 49 19.5314,    5.055050960,  -9.40
Jupiter,   2045-03-02T00:00:00.00, 320 34 18.1829, -00 50 15.0800,    5.052070245,  -9.40
Jupiter,   2045-03-12T00:00:00.00, 321 27  8.6506, -00 51  9.9818,    5.049121294,  -9.40
Jupiter,   2045-03-22T00:00:00.00, 322 20  2.8278, -00 52  4.2209,    5.046204860,  -9.40
Jupiter,   2045-04-01T00:00:00.00, 323 13  0.6799, -00 52 57.7810,    5.043321666,  -9.40
Jupiter,   2045-04-11T00:00:00.00, 324  6  2.1705, -00 53 50.6464,    5.040472435,  -9.40
Jupiter,   2045-04-21T00:00:00.00, 324 59  7.2622, -00 54 42.8012,    5.037657893,  -9.40
Jupiter,   2045-05-01T00:00:00.00, 325 52 15.9165, -00 55 34.2298,    5.034878764,  -9.40
Jupiter,   2045-05-11T00:00:00.00, 326 45 28.0940, -00 56 24.9166,    5.032135763,  -9.40
Jupiter,   2045-05-21T00:00:00.00, 327 38 43.7538, -00 57 14.8463,    5.029429604,  -9.40
Jupiter,   2045-05-31T00:00:00.00, 328 32  2.8540, -00 58  4.0039,    5.026761008,  -9.40
Jupiter,   2045-06-10T00:00:00.00, 329 25 25.3530, -00 58 52.3743,    5.024130711,  -9.40
Jupiter,   2045-06-20T00:00:00.00, 330 18 51.2096, -00 59 39.9427,    5.021539400,  -9.40
Jupiter,   2045-06-30T00:00:00.00, 331 12 20.3808, -01  0 26.6943,    5.018987725,  -9.40
Jupiter,   2045-07-10T00:00:00.00, 332  5 52.8219, -01  1 12.6144,    5.016476318,  -9.40
Jupiter,   2045-07-20T00:00:00.00, 332 59 28.4867, -01  1 57.6883,    5.014005798,  -9.40
Jupiter,   2045-07-30T00:00:00.00, 333 53  7.3277, -01  2 41.9018,    5.011576772,  -9.40
Jupiter,   2045-08-09T00:00:00.00, 334 46 49.2956, -01  3 25.2407,    5.009189831,  -9.40
Jupiter,   2045-08-19T00:00:00.00, 335 40 34.3396, -01  4  7.6911,    5.006845557,  -9.40
Jupiter,   2045-08-29T00:00:00.00, 336 34 22.4067, -01  4 49.2394,    5.004544551,  -9.40
Jupiter,   2045-09-08T00:00:00.00, 337 28 13.4443, -01  5 29.8721,    5.002287424,  -9.40
Jupiter,   2045-09-18T00:00:00.00, 338 22  7.3996, -01  6  9.5760,    5.000074747,  -9.40
Jupiter,   2045-09-28T00:00:00.00, 339 16  4.2174, -01  6 48.3379,    4.997907070,  -9.40
Jupiter,   2045-10-08T00:00:00.00, 340 10  3.8411, -01  7 26.1448,    4.995784937,  -9.40
Jupiter,   2045-10-18T00:00:00.00, 341  4  6.2126, -01  8  2.9843,    4.993708894,  -9.40
Jupiter,   2045-10-28T00:00:00.00, 341 58 11.2727, -01  8 38.8440,    4.991679486,  -9.40
Jupiter,   2045-11-07T00:00:00.00, 342 52 18.9612, -01  9 13.7118,    4.989697254,  -9.40
Jupiter,   2045-11-17T00:00:00.00, 343 46 29.2161, -01  9 47.5761,    4.987762743,  -9.40
Jupiter,   2045-11-27T00:00:00.00, 344 40 41.9749, -01 10 20.4256,    4.985876524,  -9.40
Jupiter,   2045-12-07T00:00:00.00, 345 34 57.1758, -01 10 52.2493,    4.984039178,  -9.40
Jupiter,   2045-12-17T00:00:00.00, 346 29 14.7577, -01 11 23.0364,    4.982251247,  -9.40
Jupiter,   2045-12-27T00:00:00.00, 347 23 34.6579, -01 11 52.7761,    4.980513244,  -9.40
Jupiter,   2046-01-06T00:00:00.00, 348 17 56.8132, -01 12 21.4584,    4.978825673,  -9.40
Jupiter,   2046-01-16T00:00:00.00, 349 12 21.1597, -01 12 49.0732,    4.977189023,  -9.40
Jupiter,   2046-01-26T00:00:00.00, 350  6 47.6330, -01 13 15.6109,    4.975603765,  -9.40
Jupiter,   2046-02-05T00:00:00.00, 351  1 16.1680, -01 13 41.0622,    4.974070346,  -9.40
Jupiter,   2046-02-15T00:00:00.00, 351 55 46.6984, -01 14  5.4183,    4.972589198,  -9.40
Jupiter,   2046-02-25T00:00:00.00, 352 50 19.1572, -01 14 28.6707,    4.971160762,  -9.40
Jupiter,   2046-03-07T00:00:00.00, 353 44 53.4784, -01 14 50.8111,    4.969785463,  -9.40
Jupiter,   2046-03-17T00:00:00.00, 354 39 29.5959, -01 15 11.8315,    4.968463671,  -9.40
Jupiter,   2046-03-27T00:00:00.00, 355 34  7.4419, -01 15 31.7243,    4.967195716,  -9.40
Jupiter,   2046-04-06T00:00:00.00, 356 28 46.9475, -01 15 50.4820,    4.965981910,  -9.40
Jupiter,   2046-04-16T00:00:00.00, 357 23 28.0426, -01 16  8.0978,    4.964822544,  -9.40
Jupiter,   2046-04-26T00:00:00.00, 358 18 10.6560, -01 16 24.5652,    4.963717891,  -9.40
Jupiter,   2046-05-06T00:00:00.00, 359 12 54.7152, -01 16 39.8778,    4.962668203,  -9.40
Jupiter,   2046-05-16T00:00:00.00,   0  7 40.1460, -01 16 54.0302,    4.961673731,  -9.40
Jupiter,   2046-05-26T00:00:00.00,   1  2 26.8735, -01 17  7.0172,    4.960734747,  -9.40
Jupiter,   2046-06-05T00:00:00.00,   1 57 14.8239, -01 17 18.8338,    4.959851517,  -9.40
Jupiter,   2046-06-15T00:00:00.00,   2 52  3.9229, -01 17 29.4754,    4.959024268,  -9.40
Jupiter,   2046-06-25T00:00:00.00,   3 46 54.0950, -01 17 38.9379,    4.958253204,  -9.40
Jupiter,   2046-07-05T00:00:00.00,   4 41 45.2641, -01 17 47.2175,    4.957538526,  -9.40
Jupiter,   2046-07-15T00:00:00.00,   5 36 37.3535, -01 17 54.3109,    4.956880426,  -9.40
Jupiter,   2046-07-25T00:00:00.00,   6 31 30.2860, -01 18  0.2152,    4.956279083,  -9.40
Jupiter,   2046-08-04T00:00:00.00,   7 26 23.9841, -01 18  4.9281,    4.955734667,  -9.40
Jupiter,   2046-08-14T00:00:00.00,   8 21 18.3691, -01 18  8.4475,    4.955247347,  -9.40
Jupiter,   2046-08-24T00:00:00.00,   9 16 13.3630, -01 18 10.7721,    4.954817316,  -9.40
Jupiter,   2046-09-03T00:00:00.00,  10 11  8.8894, -01 18 11.9006,    4.954444750,  -9.40
Jupiter,   2046-09-13T00:00:00.00,  11  6  4.8723, -01 18 11.8322,    4.954129779,  -9.40
Jupiter,   2046-09-23T00:00:00.00,  12  1  1.2353, -01 18 10.5662,    4.953872502,  -9.40
Jupiter,   2046-10-03T00:00:00.00,  12 55 57.9017, -01 18  8.1027,    4.953672998,  -9.40
Jupiter,   2046-10-13T00:00:00.00,  13 50 54.7948, -01 18  4.4420,    4.953531323,  -9.40
Jupiter,   2046-10-23T00:00:00.00,  14 45 51.8376, -01 17 59.5848,    4.953447506,  -9.40
Jupiter,   2046-11-02T00:00:00.00,  15 40 48.9528, -01 17 53.5324,    4.953421548,  -9.40
Jupiter,   2046-11-12T00:00:00.00,  16 35 46.0616, -01 17 46.2865,    4.953453444,  -9.40
Jupiter,   2046-11-22T00:00:00.00,  17 30 43.0860, -01 17 37.8491,    4.953543206,  -9.40
Jupiter,   2046-12-02T00:00:00.00,  18 25 39.9494, -01 17 28.2227,    4.953690820,  -9.40
Jupiter,   2046-12-12T00:00:00.00,  19 20 36.5749, -01 17 17.4100,    4.953896222,  -9.40
Jupiter,   2046-12-22T00:00:00.00,  20 15 32.8851, -01 17  5.4142,    4.954159329,  -9.40
Jupiter,   2047-01-01T00:00:00.00,  21 10 28.8021, -01 16 52.2390,    4.954480042,  -9.40
Jupiter,   2047-01-11T00:00:00.00,  22  5 24.2480, -01 16 37.8882,    4.954858248,  -9.40
Jupiter,   2047-01-21T00:00:00.00,  23  0 19.1447, -01 16 22.3666,    4.955293816,  -9.40
Jupiter,   2047-01-31T00:00:00.00,  23 55 13.4136, -01 16  5.6790,    4.955786601,  -9.40
Jupiter,   2047-02-10T00:00:00.00,  24 50  6.9753, -01 15 47.8310,    4.956336470,  -9.40
Jupiter,   2047-02-20T00:00:00.00,  25 44 59.7516, -01 15 28.8285,    4.956943317,  -9.40
Jupiter,   2047-03-02T00:00:00.00,  26 39 51.6661, -01 15  8.6776,    4.957607015,  -9.40
Jupiter,   2047-03-12T00:00:00.00,  27 34 42.6431, -01 14 47.3848,    4.958327404,  -9.40
Jupiter,   2047-03-22T00:00:00.00,  28 29 32.6067, -01 14 24.9570,    4.959104308,  -9.40
Jupiter,   2047-04-01T00:00:00.00,  29 24 21.4819, -01 14  1.4015,    4.959937540,  -9.40
Jupiter,   2047-04-11T00:00:00.00,  30 19  9.1942, -01 13 36.7260,    4.960826896,  -9.40
Jupiter,   2047-04-21T00:00:00.00,  31 13 55.6699, -01 13 10.9385,    4.961772152,  -9.40
Jupiter,   2047-05-01T00:00:00.00,  32  8 40.8354, -01 12 44.0476,    4.962773059,  -9.40
Jupiter,   2047-05-11T00:00:00.00,  33  3 24.6170, -01 12 16.0622,    4.963829375,  -9.40
Jupiter,   2047-05-21T00:00:00.00,  33 58  6.9430, -01 11 46.9915,    4.964940870,  -9.40
Jupiter,   2047-05-31T00:00:00.00,  34 52 47.7437, -01 11 16.8449,    4.966107273,  -9.40
Jupiter,   2047-06-10T00:00:00.00,  35 47 26.9499, -01 10 45.6319,    4.967328268,  -9.40
Jupiter,   2047-06-20T00:00:00.00,  36 42  4.4929, -01 10 13.3627,    4.968603511,  -9.40
Jupiter,   2047-06-30T00:00:00.00,  37 36 40.3042, -01  9 40.0476,    4.969932631,  -9.40
Jupiter,   2047-07-10T00:00:00.00,  38 31 14.3158, -01  9  5.6972,    4.971315232,  -9.40
Jupiter,   2047-07-20T00:00:00.00,  39 25 46.4600, -01  8 30.3228,    4.972750890,  -9.40
Jupiter,   2047-07-30T00:00:00.00,  40 20 16.6685, -01  7 53.9357,    4.974239154,  -9.40
Jupiter,   2047-08-09T00:00:00.00,  41 14 44.8726, -01  7 16.5479,    4.975779589,  -9.40
Jupiter,   2047-08-19T00:00:00.00,  42  9 11.0053, -01  6 38.1714,    4.977371774,  -9.40
Jupiter,   2047-08-29T00:00:00.00,  43  3 35.0010, -01  5 58.8184,    4.979015254,  -9.40
Jupiter,   2047-09-08T00:00:00.00,  43 57 56.7944, -01  5 18.5015,    4.980709548,  -9.40
Jupiter,   2047-09-18T00:00:00.00,  44 52 16.3204, -01  4 37.2335,    4.982454163,  -9.40
Jupiter,   2047-09-28T00:00:00.00,  45 46 33.5145, -01  3 55.0277,    4.984248598,  -9.40
Jupiter,   2047-10-08T00:00:00.00,  46 40 48.3126, -01  3 11.8975,    4.986092342,  -9.40
Jupiter,   2047-10-18T00:00:00.00,  47 35  0.6514, -01  2 27.8565,    4.987984874,  -9.40
Jupiter,   2047-10-28T00:00:00.00,  48 29 10.4672, -01  1 42.9191,    4.989925665,  -9.40
Jupiter,   2047-11-07T00:00:00.00,  49 23 17.6967, -01  0 57.0995,    4.991914221,  -9.40
Jupiter,   2047-11-17T00:00:00.00,  50 17 22.2794, -01  0 10.4122,    4.993950070,  -9.40
Jupiter,   2047-11-27T00:00:00.00,  51 11 24.1565, -00 59 22.8717,    4.996032713,  -9.40
Jupiter,   2047-12-07T00:00:00.00,  52  5 23.2706, -00 58 34.4929,    4.998161634,  -9.40
Jupiter,   2047-12-17T00:00:00.00,  52 59 19.5654, -00 57 45.2906,    5.000336304,  -9.40
Jupiter,   2047-12-27T00:00:00.00,  53 53 12.9860, -00 56 55.2800,    5.002556180,  -9.40
Jupiter,   2048-01-06T00:00:00.00,  54 47  3.4787, -00 56  4.4765,    5.004820704,  -9.40
Jupiter,   2048-01-16T00:00:00.00,  55 40 50.9911, -00 55 12.8955,    5.007129292,  -9.40
Jupiter,   2048-01-26T00:00:00.00,  56 34 35.4707, -00 54 20.5528,    5.009481341,  -9.40
Jupiter,   2048-02-05T00:00:00.00,  57 28 16.8659, -00 53 27.4645,    5.011876272,  -9.40
Jupiter,   2048-02-15T00:00:00.00,  58 21 55.1279, -00 52 33.6464,    5.014313506,  -9.40
Jupiter,   2048-02-25T00:00:00.00,  59 15 30.2094, -00 51 39.1146,    5.016792428,  -9.40
Jupiter,   2048-03-06T00:00:00.00,  60  9  2.0641, -00 50 43.8851,    5.019312393,  -9.40
Jupiter,   2048-03-16T00:00:00.00,  61  2 30.6465, -00 49 47.9744,    5.021872736,  -9.40
Jupiter,   2048-03-26T00:00:00.00,  61 55 55.9120, -00 48 51.3988,    5.024472778,  -9.40
Jupiter,   2048-04-05T00:00:00.00,  62 49 17.8168, -00 47 54.1751,    5.027111820,  -9.40
Jupiter,   2048-04-15T00:00:00.00,  63 42 36.3175, -00 46 56.3200,    5.029789141,  -9.40
Jupiter,   2048-04-25T00:00:00.00,  64 35 51.3706, -00 45 57.8506,    5.032504011,  -9.40
Jupiter,   2048-05-05T00:00:00.00,  65 29  2.9330, -00 44 58.7840,    5.035255740,  -9.40
Jupiter,   2048-05-15T00:00:00.00,  66 22 10.9639, -00 43 59.1374,    5.038043643,  -9.40
Jupiter,   2048-05-25T00:00:00.00,  67 15 15.4240, -00 42 58.9277,    5.040867014,  -9.40
Jupiter,   2048-06-04T00:00:00.00,  68  8 16.2751, -00 41 58.1721,    5.043725139,  -9.40
Jupiter,   2048-06-14T00:00:00.00,  69  1 13.4798, -00 40 56.8879,    5.046617297,  -9.40
Jupiter,   2048-06-24T00:00:00.00,  69 54  7.0018, -00 39 55.0925,    5.049542769,  -9.40
Jupiter,   2048-07-04T00:00:00.00,  70 46 56.8062, -00 38 52.8031,    5.052500827,  -9.40
Jupiter,   2048-07-14T00:00:00.00,  71 39 42.8592, -00 37 50.0373,    5.055490728,  -9.40
Jupiter,   2048-07-24T00:00:00.00,  72 32 25.1268, -00 36 46.8127,    5.058511735,  -9.40
Jupiter,   2048-08-03T00:00:00.00,  73 25  3.5765, -00 35 43.1467,    5.061563151,  -9.40
Jupiter,   2048-08-13T00:00:00.00,  74 17 38.1789, -00 34 39.0567,    5.064644277,  -9.40
Jupiter,   2048-08-23T00:00:00.00,  75 10  8.9062, -00 33 34.5598,    5.067754392,  -9.40
Jupiter,   2048-09-02T00:00:00.00,  76  2 35.7320, -00 32 29.6735,    5.070892754,  -9.40
Jupiter,   2048-09-12T00:00:00.00,  76 54 58.6312, -00 31 24.4149,    5.074058609,  -9.40
Jupiter,   2048-09-22T00:00:00.00,  77 47 17.5800, -00 30 18.8012,    5.077251188,  -9.40
Jupiter,   2048-10-02T00:00:00.00,  78 39 32.5558, -00 29 12.8498,    5.080469699,  -9.40
Jupiter,   2048-10-12T00:00:00.00,  79 31 43.5364, -00 28  6.5779,    5.083713324,  -9.40
Jupiter,   2048-10-22T00:00:00.00,  80 23 50.4994, -00 27  0.0030,    5.086981245,  -9.40
Jupiter,   2048-11-01T00:00:00.00,  81 15 53.4233, -00 25 53.1422,    5.090272679,  -9.40
Jupiter,   2048-11-11T00:00:00.00,  82  7 52.2889, -00 24 46.0126,    5.093586833,  -9.40
Jupiter,   2048-11-21T00:00:00.00,  82 59 47.0782, -00 23 38.6312,    5.096922896,  -9.40
Jupiter,   2048-12-01T00:00:00.00,  83 51 37.7737, -00 22 31.0151,    5.100280045,  -9.40
Jupiter,   2048-12-11T00:00:00.00,  84 43 24.3587, -00 21 23.1811,    5.103657454,  -9.40
Jupiter,   2048-12-21T00:00:00.00,  85 35  6.8173, -00 20 15.1462,    5.107054293,  -9.40
Jupiter,   2048-12-31T00:00:00.00,  86 26 45.1344, -00 19  6.9274,    5.110469729,  -9.40
Jupiter,   2049-01-10T00:00:00.00,  87 18 19.2951, -00 17 58.5416,    5.113902914,  -9.40
Jupiter,   2049-01-20T00:00:00.00,  88  9 49.2841, -00 16 50.0057,    5.117353027,  -9.40
Jupiter,   2049-01-30T00:00:00.00,  89  1 15.0873, -00 15 41.3365,    5.120819300,  -9.40
Jupiter,   2049-02-09T00:00:00.00,  89 52 36.6933, -00 14 32.5503,    5.124300969,  -9.40
Jupiter,   2049-02-19T00:00:00.00,  90 43 54.0917, -00 13 23.6637,    5.127797266,  -9.40
Jupiter,   2049-03-01T00:00:00.00,  91 35  7.2737, -00 12 14.6929,    5.131307429,  -9.40
Jupiter,   2049-03-11T00:00:00.00,  92 26 16.2317, -00 11  5.6540,    5.134830698,  -9.40
Jupiter,   2049-03-21T00:00:00.00,  93 17 20.9597, -00  9 56.5631,    5.138366317,  -9.40
Jupiter,   2049-03-31T00:00:00.00,  94  8 21.4531, -00  8 47.4361,    5.141913516,  -9.40
Jupiter,   2049-04-10T00:00:00.00,  94 59 17.7081, -00  7 38.2890,    5.145471511,  -9.40
Jupiter,   2049-04-20T00:00:00.00,  95 50  9.7209, -00  6 29.1375,    5.149039537,  -9.40
Jupiter,   2049-04-30T00:00:00.00,  96 40 57.4897, -00  5 19.9973,    5.152616864,  -9.40
Jupiter,   2049-05-10T00:00:00.00,  97 31 41.0151, -00  4 10.8834,    5.156202747,  -9.40
Jupiter,   2049-05-20T00:00:00.00,  98 22 20.2991, -00  3  1.8112,    5.159796426,  -9.40
Jupiter,   2049-05-30T00:00:00.00,  99 12 55.3446, -00  1 52.7956,    5.163397124,  -9.40
Jupiter,   2049-06-09T00:00:00.00, 100  3 26.1556, -00  0 43.8516,    5.167004058,  -9.40
Jupiter,   2049-06-19T00:00:00.00, 100 53 52.7373, +00  0 25.0059,    5.170616429,  -9.40
Jupiter,   2049-06-29T00:00:00.00, 101 44 15.0955, +00  1 33.7623,    5.174233420,  -9.40
Jupiter,   2049-07-09T00:00:00.00, 102 34 33.2358, +00  2 42.4028,    5.177854189,  -9.40
Jupiter,   2049-07-19T00:00:00.00, 103 24 47.1632, +00  3 50.9127,    5.181477922,  -9.40
Jupiter,   2049-07-29T00:00:00.00, 104 14 56.8841, +00  4 59.2778,    5.185103836,  -9.40
Jupiter,   2049-08-08T00:00:00.00, 105  5  2.4065, +00  6  7.4839,    5.188731141,  -9.40
Jupiter,   2049-08-18T00:00:00.00, 105 55  3.7388, +00  7 15.5170,    5.192359039,  -9.40
Jupiter,   2049-08-28T00:00:00.00, 106 45  0.8902, +00  8 23.3633,    5.195986735,  -9.40
Jupiter,   2049-09-07T00:00:00.00, 107 34 53.8704, +00  9 31.0089,    5.199613441,  -9.40
Jupiter,   2049-09-17T00:00:00.00, 108 24 42.6900, +00 10 38.4403,    5.203238371,  -9.40
Jupiter,   2049-09-27T00:00:00.00, 109 14 27.3603, +00 11 45.6441,    5.206860734,  -9.40
Jupiter,   2049-10-07T00:00:00.00, 110  4  7.8921, +00 12 52.6066,    5.210479734,  -9.40
Jupiter,   2049-10-17T00:00:00.00, 110 53 44.2960, +00 13 59.3148,    5.214094624,  -9.40
Jupiter,   2049-10-27T00:00:00.00, 111 43 16.5847, +00 15  5.7558,    5.217704694,  -9.40
Jupiter,   2049-11-06T00:00:00.00, 112 32 44.7725, +00 16 11.9170,    5.221309233,  -9.40
Jupiter,   2049-11-16T00:00:00.00, 113 22  8.8748, +00 17 17.7859,    5.224907532,  -9.40
Jupiter,   2049-11-26T00:00:00.00, 114 11 28.9080, +00 18 23.3502,    5.228498884,  -9.40
Jupiter,   2049-12-06T00:00:00.00, 115  0 44.8900, +00 19 28.5977,    5.232082586,  -9.40
Jupiter,   2049-12-16T00:00:00.00, 115 49 56.8394, +00 20 33.5166,    5.235657929,  -9.40
Jupiter,   2049-12-26T00:00:00.00, 116 39  4.7762, +00 21 38.0949,    5.239224183,  -9.40
Jupiter,   2050-01-05T00:00:00.00, 117 28  8.7195, +00 22 42.3208,    5.242780609,  -9.40
Jupiter,   2050-01-15T00:00:00.00, 118 17  8.6888, +00 23 46.1828,    5.246326506,  -9.40
Jupiter,   2050-01-25T00:00:00.00, 119  6  4.7049, +00 24 49.6697,    5.249861191,  -9.40
Jupiter,   2050-02-04T00:00:00.00, 119 54 56.7902, +00 25 52.7703,    5.253383972,  -9.40
Jupiter,   2050-02-14T00:00:00.00, 120 43 44.9675, +00 26 55.4737,    5.256894151,  -9.40
Jupiter,   2050-02-24T00:00:00.00, 121 32 29.2604, +00 27 57.7691,    5.260391027,  -9.40
Jupiter,   2050-03-06T00:00:00.00, 122 21  9.6929, +00 28 59.6457,    5.263873900,  -9.40
Jupiter,   2050-03-16T00:00:00.00, 123  9 46.2899, +00 30  1.0931,    5.267342065,  -9.40
Jupiter,   2050-03-26T00:00:00.00, 123 58 19.0763, +00 31  2.1006,    5.270794798,  -9.40
Jupiter,   2050-04-05T00:00:00.00, 124 46 48.0759, +00 32  2.6579,    5.274231374,  -9.40
Jupiter,   2050-04-15T00:00:00.00, 125 35 13.3123, +00 33  2.7547,    5.277651123,  -9.40
Jupiter,   2050-04-25T00:00:00.00, 126 23 34.8107, +00 34  2.3813,    5.281053396,  -9.40
Jupiter,   2050-05-05T00:00:00.00, 127 11 52.5969, +00 35  1.5278,    5.284437551,  -9.40
Jupiter,   2050-05-15T00:00:00.00, 128  0  6.6975, +00 36  0.1848,    5.287802955,  -9.40
Jupiter,   2050-05-25T00:00:00.00, 128 48 17.1395, +00 36 58.3428,    5.291148988,  -9.40
Jupiter,   2050-06-04T00:00:00.00, 129 36 23.9512, +00 37 55.9927,    5.294475042,  -9.40
Jupiter,   2050-06-14T00:00:00.00, 130 24 27.1615, +00 38 53.1252,    5.297780514,  -9.40
Jupiter,   2050-06-24T00:00:00.00, 131 12 26.8002, +00 39 49.7314,    5.301064787,  -9.40
Jupiter,   2050-07-04T00:00:00.00, 132  0 22.8962, +00 40 45.8025,    5.304327254,  -9.40
Jupiter,   2050-07-14T00:00:00.00, 132 48 15.4788, +00 41 41.3299,    5.307567355,  -9.40
Jupiter,   2050-07-24T00:00:00.00, 133 36  4.5796, +00 42 36.3053,    5.310784548,  -9.40
Jupiter,   2050-08-03T00:00:00.00, 134 23 50.2311, +00 43 30.7206,    5.313978285,  -9.40
Jupiter,   2050-08-13T00:00:00.00, 135 11 32.4667, +00 44 24.5679,    5.317148017,  -9.40
Jupiter,   2050-08-23T00:00:00.00, 135 59 11.3206, +00 45 17.8393,    5.320293191,  -9.40
Jupiter,   2050-09-02T00:00:00.00, 136 46 46.8281, +00 46 10.5271,    5.323413253,  -9.40
Jupiter,   2050-09-12T00:00:00.00, 137 34 19.0252, +00 47  2.6237,    5.326507633,  -9.40
Jupiter,   2050-09-22T00:00:00.00, 138 21 47.9479, +00 47 54.1214,    5.329575728,  -9.40
Jupiter,   2050-10-02T00:00:00.00, 139  9 13.6310, +00 48 45.0129,    5.332616941,  -9.40
Jupiter,   2050-10-12T00:00:00.00, 139 56 36.1096, +00 49 35.2911,    5.335630710,  -9.40
Jupiter,   2050-10-22T00:00:00.00, 140 43 55.4195, +00 50 24.9489,    5.338616480,  -9.40
Jupiter,   2050-11-01T00:00:00.00, 141 31 11.5974, +00 51 13.9795,    5.341573689,  -9.40
Jupiter,   2050-11-11T00:00:00.00, 142 18 24.6796, +00 52  2.3762,    5.344501775,  -9.40
Jupiter,   2050-11-21T00:00:00.00, 143  5 34.7028, +00 52 50.1323,    5.347400180,  -9.40
Jupiter,   2050-12-01T00:00:00.00, 143 52 41.7039, +00 53 37.2413,    5.350268355,  -9.40
Jupiter,   2050-12-11T00:00:00.00, 144 39 45.7202, +00 54 23.6970,    5.353105745,  -9.40
Jupiter,   2050-12-21T00:00:00.00, 145 26 46.7881, +00 55  9.4927,    5.355911777,  -9.40
Jupiter,   2050-12-31T00:00:00.00, 146 13 44.9428, +00 55 54.6225,    5.358685911,  -9.40
Jupiter,   2051-01-10T00:00:00.00, 147  0 40.2198, +00 56 39.0805,    5.361427658,  -9.40
Jupiter,   2051-01-20T00:00:00.00, 147 47 32.6554, +00 57 22.8610,    5.364136551,  -9.40
Jupiter,   2051-01-30T00:00:00.00, 148 34 22.2869, +00 58  5.9583,    5.366812136,  -9.40
Jupiter,   2051-02-09T00:00:00.00, 149 21  9.1519, +00 58 48.3672,    5.369453974,  -9.40
Jupiter,   2051-02-19T00:00:00.00, 150  7 53.2887, +00 59 30.0823,    5.372061641,  -9.40
Jupiter,   2051-03-01T00:00:00.00, 150 54 34.7366, +01  0 11.0986,    5.374634726,  -9.40
Jupiter,   2051-03-11T00:00:00.00, 151 41 13.5360, +01  0 51.4108,    5.377172811,  -9.40
Jupiter,   2051-03-21T00:00:00.00, 152 27 49.7270, +01  1 31.0139,    5.379675457,  -9.40
Jupiter,   2051-03-31T00:00:00.00, 153 14 23.3488, +01  2  9.9032,    5.382142253,  -9.40
Jupiter,   2051-04-10T00:00:00.00, 154  0 54.4416, +01  2 48.0741,    5.384572825,  -9.40
Jupiter,   2051-04-20T00:00:00.00, 154 47 23.0469, +01  3 25.5221,    5.386966803,  -9.40
Jupiter,   2051-04-30T00:00:00.00, 155 33 49.2067, +01  4  2.2429,    5.389323812,  -9.40
